ENOLA COFFEE TABLE WHITE,197741A  |  3560232709777,"€44.10
HT",In arrival,https://images.easyrea.com/images/produits/197741A/197741A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Blanc', 'Assortment number': '0', 'Assortment details': 'BLANC/BOIS', 'Product dimensions': 'D. 55 x H. 38 cm', 'Product Weight': '6.300 Kg', 'Material': 'MDF E1', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME T3 /HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9403609000', 'ECO MOB': '0.66 TTC', 'Gencod': '3560232709777'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 18', 'Packing dimensions': '60.00 x 60.00 x 26.50 cm', 'Packing details dimensions': 'L.60.00 x l.60.00 x H.26.50 cm', 'Packing weight': '9.00 kg', 'Volume': '0.0954 m3'}","Description
Collection: Olme design","['https://images.easyrea.com/images/produits/197741A/197741A_0.jpg', 'https://images.easyrea.com/images/produits/197741A/197741A_1.jpg', 'https://images.easyrea.com/images/produits/197741A/197741A.jpg']"
SABOR COFFEE TABLE,185050  |  3560231638771,"€137.82
HT",In stock,https://images.easyrea.com/images/produits/185050/185050.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Beige', 'Assortment number': '0', 'Assortment details': 'ACACIA', 'Product dimensions': 'L. 120 x P. 60 x H. 40 cm', 'Product Weight': '12.000 Kg', 'Material': 'ACACIA', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '1.50 TTC', 'Gencod': '3560231638771'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 8', 'Packing dimensions': '129.00 x 68.00 x 16.00 cm', 'Packing details dimensions': 'L.129.00 x l.68.00 x H.16.00 cm', 'Packing weight': '18.00 kg', 'Volume': '0.1404 m3'}","Description
Collection: Exotic Panama
Nombre de couverts : /
Extensible : /
Pliable : /
Empilable : /
Nombre de tiroirs : /","['https://images.easyrea.com/images/produits/185050/185050_0.jpg', 'https://images.easyrea.com/images/produits/185050/185050_1.jpg', 'https://images.easyrea.com/images/produits/185050/185050.jpg']"
GYPSY COFFEE TABLE,166734  |  3560233812940,"€66.16
HT",In stock,https://images.easyrea.com/images/produits/166734/166734.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Marron', 'Assortment number': '1', 'Assortment details': 'MANGUIER', 'Product dimensions': 'D. 74 x H. 43,5 cm', 'Product Weight': '5.400 Kg', 'Material': 'MANGUIER', 'Packaging': 'ETIQUETTE CODEBARRE', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '0.66 TTC', 'Gencod': '3560233812940'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '2 / 1 / 8', 'Packing dimensions': '75.00 x 75.00 x 56.50 cm', 'Packing details dimensions': 'L.75.00 x l.75.00 x H.56.50 cm', 'Packing weight': '19.00 kg', 'Volume': '0.3178 m3'}","Description
Collection: Summer bloom","['https://images.easyrea.com/images/produits/166734/166734_0.jpg', 'https://images.easyrea.com/images/produits/166734/166734_1.jpg', 'https://images.easyrea.com/images/produits/166734/166734.jpg']"
HINA 2-DRAWER COFFEE TABLE,179093  |  3560237587042,"€82.69
HT",In stock,https://images.easyrea.com/images/produits/179093/179093.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Beige Lin', 'Assortment number': '0', 'Assortment details': 'BOIS BLANCHI + MOTIF EMBOSSE', 'Product dimensions': 'L. 110 x P. 60 x H. 45 cm', 'Packing dimensions': 'H. entre étagères : 16 cm', 'Product Weight': '14.500 Kg', 'Material': 'MDF E1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '1.50 TTC', 'Gencod': '3560237587042'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 8', 'Packing dimensions': '116.00 x 66.50 x 27.00 cm', 'Packing details dimensions': 'L.116.00 x l.66.50 x H.27.00 cm', 'Packing weight': '17.10 kg', 'Volume': '0.2083 m3'}","Description
Nombre de tiroirs : 2 x L. 41,5 x P. 30 x H. 15cm","['https://images.easyrea.com/images/produits/179093/179093_0.jpg', 'https://images.easyrea.com/images/produits/179093/179093_1.jpg', 'https://images.easyrea.com/images/produits/179093/179093_2.jpg', 'https://images.easyrea.com/images/produits/179093/179093_3.jpg', 'https://images.easyrea.com/images/produits/179093/179093.jpg']"
JILING RECTANGULAR COFFEE TABLE,197763  |  3560232714634,"€110.26
HT",In stock,https://images.easyrea.com/images/produits/197763/197763.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Marron', 'Assortment number': '0', 'Assortment details': 'ACACIA', 'Product dimensions': 'L. 110 x P. 60 x H. 41 cm', 'Product Weight': '16.500 Kg', 'Material': 'ACACIA', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME T3', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '1.50 TTC', 'Gencod': '3560232714634'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 9', 'Packing dimensions': '119.38 x 66.68 x 19.05 cm', 'Packing details dimensions': 'L.119.38 x l.66.68 x H.19.05 cm', 'Packing weight': '21.70 kg', 'Volume': '0.1516 m3'}","Description
Collection: Jiling","['https://images.easyrea.com/images/produits/197763/197763_0.jpg', 'https://images.easyrea.com/images/produits/197763/197763_1.jpg', 'https://images.easyrea.com/images/produits/197763/197763.jpg']"
AJMAL COFFEE TABLE,140280  |  3560238928011,"€137.82
HT",In arrival,https://images.easyrea.com/images/produits/140280/140280.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Marron', 'Assortment number': '1', 'Assortment details': 'NATUREL', 'Product dimensions': 'L. 130 x P. 80 x H. 40 cm', 'Product Weight': '29.217 Kg', 'Material': 'MANGUIER', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '2.20 TTC', 'Gencod': '3560238928011'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 4', 'Packing dimensions': '137.00 x 17.00 x 89.00 cm', 'Packing details dimensions': 'L.137.00 x l.17.00 x H.89.00 cm', 'Packing weight': '35.00 kg', 'Volume': '0.2073 m3'}","Description
Collection: Hacienda
Nombre de couverts : N/A
Extensible : N/A
Pliable : N/A
Empilable : NON","['https://images.easyrea.com/images/produits/140280/140280_0.jpg', 'https://images.easyrea.com/images/produits/140280/140280_1.jpg', 'https://images.easyrea.com/images/produits/140280/140280.jpg']"
AERIS COFFEE TABLE,185028  |  3560231638634,"€165.38
HT",In stock,https://images.easyrea.com/images/produits/185028/185028.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Beige', 'Assortment number': '0', 'Assortment details': 'ACACIA AVEC MARQUETERIE', 'Product dimensions': 'L. 130 x P. 70 x H. 40 cm', 'Product Weight': '23.500 Kg', 'Material': 'ACACIA/MDF E1', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '2.20 TTC', 'Gencod': '3560231638634'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '139.00 x 78.00 x 19.00 cm', 'Packing details dimensions': 'L.139.00 x l.78.00 x H.19.00 cm', 'Packing weight': '29.00 kg', 'Volume': '0.2060 m3'}",,"['https://images.easyrea.com/images/produits/185028/185028_0.jpg', 'https://images.easyrea.com/images/produits/185028/185028_1.jpg', 'https://images.easyrea.com/images/produits/185028/185028.jpg']"
BANILA COFFEE TABLE,166631  |  3560238706800,"€165.38
HT",In stock,https://images.easyrea.com/images/produits/166631/166631.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Beige', 'Assortment number': '0', 'Assortment details': 'BOIS', 'Product dimensions': 'L. 120 x P. 70 x H. 40 cm', 'Packing dimensions': 'Hauteur étagère : 17,5 cm', 'Product Weight': '17.500 Kg', 'Material': 'ACACIA', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '2.20 TTC', 'Gencod': '3560238706800'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '126.00 x 76.00 x 18.00 cm', 'Packing details dimensions': 'L.126.00 x l.76.00 x H.18.00 cm', 'Packing weight': '27.00 kg', 'Volume': '0.1724 m3'}",,"['https://images.easyrea.com/images/produits/166631/166631_0.jpg', 'https://images.easyrea.com/images/produits/166631/166631_1.jpg', 'https://images.easyrea.com/images/produits/166631/166631.jpg']"
AJAY 2-DRAWER COFFEE TABLE,179099  |  3560237587110,"€220.50
HT",In stock,https://images.easyrea.com/images/produits/179099/179099.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Blanc', 'Assortment number': '0', 'Assortment details': 'BOIS BLANCHI + MOTIF SCULPTE', 'Product dimensions': 'L. 90 x P. 90 x H. 44 cm', 'Product Weight': '35.000 Kg', 'Material': 'MANGO', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '3.14 TTC', 'Gencod': '3560237587110'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 4', 'Packing dimensions': '99.00 x 99.00 x 40.00 cm', 'Packing details dimensions': 'L.99.00 x l.99.00 x H.40.00 cm', 'Packing weight': '37.20 kg', 'Volume': '0.3920 m3'}","Description
Collection: Tropiques australes
Nombre de tiroirs : 2 x L. 34 x l. 17 x H. 32 cm","['https://images.easyrea.com/images/produits/179099/179099_0.jpg', 'https://images.easyrea.com/images/produits/179099/179099_1.jpg', 'https://images.easyrea.com/images/produits/179099/179099_2.jpg', 'https://images.easyrea.com/images/produits/179099/179099_3.jpg', 'https://images.easyrea.com/images/produits/179099/179099_4.jpg', 'https://images.easyrea.com/images/produits/179099/179099_5.jpg', 'https://images.easyrea.com/images/produits/179099/179099_6.jpg', 'https://images.easyrea.com/images/produits/179099/179099_7.jpg', 'https://images.easyrea.com/images/produits/179099/179099.jpg']"
CHRYSA COFFEE TABLE BLACK,179070  |  3560237587936,"€55.13
HT",In stock,https://images.easyrea.com/images/produits/179070/179070.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Noir', 'Assortment number': '0', 'Assortment details': 'NOIR', 'Product dimensions': 'L. 110 x P. 60 x H. 45 cm', 'Product Weight': '8.200 Kg', 'Material': 'PINE/MDF E1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '0.66 TTC', 'Gencod': '3560237587936'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 13', 'Packing dimensions': '116.00 x 16.00 x 66.00 cm', 'Packing details dimensions': 'L.116.00 x l.16.00 x H.66.00 cm', 'Packing weight': '10.70 kg', 'Volume': '0.1225 m3'}","Description
Collection: Midnight garden","['https://images.easyrea.com/images/produits/179070/179070_0.jpg', 'https://images.easyrea.com/images/produits/179070/179070_1.jpg', 'https://images.easyrea.com/images/produits/179070/179070.jpg']"
SOLEN 4-DRAWER COFFEE TABLE,179073  |  3560237587967,"€82.69
HT",In stock,https://images.easyrea.com/images/produits/179073/179073.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Blanc', 'Assortment number': '1', 'Assortment details': 'BLANC', 'Product dimensions': 'L. 110 x P. 60 x H. 47 cm', 'Packing dimensions': '1 étagère H. 16 cm', 'Product Weight': '32.500 Kg', 'Material': 'MDF_E1/PANNEAU_PARTICULES/PIN', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG/STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '3.14 TTC', 'Gencod': '3560237587967'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 11', 'Packing dimensions': '119.00 x 68.00 x 17.00 cm', 'Packing details dimensions': 'L.119.00 x l.68.00 x H.17.00 cm', 'Packing weight': '35.50 kg', 'Volume': '0.1376 m3'}","Description
Collection: Carmen
Nombre de tiroirs : 4 (L. 43,5 x P. 23,6 x H. 8 cm)","['https://images.easyrea.com/images/produits/179073/179073_0.jpg', 'https://images.easyrea.com/images/produits/179073/179073_1.jpg', 'https://images.easyrea.com/images/produits/179073/179073_2.jpg', 'https://images.easyrea.com/images/produits/179073/179073.jpg']"
DAMIAN 4-DRAWER COFFEE TABLE GREY,157210  |  3560238652466,"€88.20
HT",In stock,https://images.easyrea.com/images/produits/157210/157210.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris Foncé', 'Assortment number': '0', 'Assortment details': 'GRIS F PLATEAU BOIS', 'Product dimensions': 'L. 110 x P. 60 x H. 45 cm', 'Packing dimensions': 'Hauteur entre 2 niveaux : 18.5 cm', 'Product Weight': '15.700 Kg', 'Material': 'MDF E1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9403601000', 'ECO MOB': '1.50 TTC', 'Gencod': '3560238652466'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 8', 'Packing dimensions': '116.00 x 65.50 x 24.00 cm', 'Packing details dimensions': 'L.116.00 x l.65.50 x H.24.00 cm', 'Packing weight': '18.50 kg', 'Volume': '0.1824 m3'}","Description
Collection: Notes bleues
Nombre de tiroirs : 2","['https://images.easyrea.com/images/produits/157210/157210_0.jpg', 'https://images.easyrea.com/images/produits/157210/157210_1.jpg', 'https://images.easyrea.com/images/produits/157210/157210_2.jpg', 'https://images.easyrea.com/images/produits/157210/157210.jpg']"
