BAYA CHAIR OCHRE PP,157166K  |  3560232592812,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157166K/157166K.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'JAUNE OCRE', 'Product dimensions': 'L. 48 x P. 52,5 x H. 82 cm', 'Packing dimensions': 'Hauteur assise : H. 46 cm', 'Product Weight': '4.520 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232592812'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '68.00 x 57.50 x 50.50 cm', 'Packing details dimensions': 'L.68.00 x l.57.50 x H.50.50 cm', 'Packing weight': '21.90 kg', 'Volume': '0.1975 m3'}",
BAYA CHAIR INK BLUE PP,157166L  |  3560232592836,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157166L/157166L.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu Encre', 'Assortment number': '0', 'Assortment details': 'BLEU ENCRE', 'Product dimensions': 'L. 48 x P. 52,5 x H. 82 cm', 'Packing dimensions': 'Hauteur assise : H. 46 cm', 'Product Weight': '4.520 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232592836'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '68.00 x 57.50 x 50.50 cm', 'Packing details dimensions': 'L.68.00 x l.57.50 x H.50.50 cm', 'Packing weight': '21.90 kg', 'Volume': '0.1975 m3'}",
BAYA PATCHWORK CHAIR GREY VELVET,179036A  |  3560237556499,"€27.57
HT",In arrival,https://images.easyrea.com/images/produits/179036A/179036A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '0', 'Assortment details': 'GRIS', 'Product dimensions': 'L. 81 x P. 55,2 x H. 48 cm', 'Packing dimensions': 'Hauteur assise : 46,5 cm', 'Product Weight': '5.300 Kg', 'Material': 'PP/BEECH/POLYESTER', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560237556499'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '24.00 kg', 'Volume': '0.2238 m3'}",
BAYA PATCHWORK CHAIR TEAL VELVET,179036B  |  3560237556505,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/179036B/179036B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu Canard', 'Assortment number': '0', 'Assortment details': 'BLEU CANARD', 'Product dimensions': 'L. 48 x P. 55 x H. 81 cm', 'Packing dimensions': 'Hauteur assise : 46,5 cm', 'Product Weight': '5.300 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560237556505'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '24.00 kg', 'Volume': '0.2238 m3'}",
BAYA PATCHWORK CHAIR OCHRE VELVET,179036C  |  3560237556512,"€27.57
HT",In arrival,https://images.easyrea.com/images/produits/179036C/179036C.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '1', 'Assortment details': 'OCRE', 'Product dimensions': 'L. 48,5 x P. 55 x H. 81,5 cm', 'Packing dimensions': 'Hauteur assise : 46,5 cm', 'Product Weight': '5.200 Kg', 'Material': 'POLYPROPYLENE/HETRE/POLYESTER', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560237556512'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.00 x 57.50 x 50.50 cm', 'Packing details dimensions': 'L.73.00 x l.57.50 x H.50.50 cm', 'Packing weight': '24.00 kg', 'Volume': '0.2120 m3'}",
BAYA CHAIR GREY VELVET,184910A  |  3560231550127,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/184910A/184910A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris Galet', 'Assortment number': '0', 'Assortment details': 'GRIS GALET', 'Product dimensions': 'L. 48 x P. 55,2 x H. 81 cm', 'Packing dimensions': 'Hauteur assise : 45,5 cm', 'Product Weight': '4.925 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560231550127'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '22.50 kg', 'Volume': '0.2238 m3'}","Description
Tissu déhoussable : NON
Pliable : NON
Empilable : NON"
BAYA CHAIR OCHRE VELVET,184910B  |  3560231550134,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/184910B/184910B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'JAUNE OCRE', 'Product dimensions': 'L. 81 x P. 55,2 x H. 48 cm', 'Packing dimensions': 'Hauteur assise : 45,5 cm', 'Product Weight': '4.925 Kg', 'Material': 'PP/BEECH/POLYESTER', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560231550134'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '22.50 kg', 'Volume': '0.2238 m3'}","Description
Tissu déhoussable : NON
Pliable : NON
Empilable : NON"
BAYA CHAIR TEAL VELVET,184910C  |  3560231550141,"€27.57
HT",In arrival,https://images.easyrea.com/images/produits/184910C/184910C.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu Canard', 'Assortment number': '0', 'Assortment details': 'BLEU CANARD', 'Product dimensions': 'L. 81 x P. 55,2 x H. 48 cm', 'Packing dimensions': 'Hauteur assise : 45,5 cm', 'Product Weight': '4.925 Kg', 'Material': 'PP/BEECH/POLYESTER', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560231550141'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '22.50 kg', 'Volume': '0.2238 m3'}","Description
Tissu déhoussable : NON
Pliable : NON
Empilable : NON"
BAYA VINTAGE CHAIR GREY,197307A  |  3560232677434,"€30.32
HT",In stock,https://images.easyrea.com/images/produits/197307A/197307A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '0', 'Assortment details': 'GRIS PIEDS BOIS FONCE', 'Product dimensions': 'L. 48 x P. 55,2 x H. 79,5 cm', 'Product Weight': '5.060 Kg', 'Material': 'BEECH/PP', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232677434'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '23.10 kg', 'Volume': '0.2238 m3'}",
BAYA VINTAGE CHAIR WHITE,197307B  |  3560232705885,"€30.32
HT",In stock,https://images.easyrea.com/images/produits/197307B/197307B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu', 'Assortment number': '0', 'Assortment details': 'BLEU PIEDS BOIS FONCE', 'Product dimensions': 'L. 48 x P. 55,2 x H. 79,5 cm', 'Product Weight': '5.080 Kg', 'Material': 'PP/POLYESTER/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232705885'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '23.10 kg', 'Volume': '0.2238 m3'}",
BAYA VINTAGE CHAIR OCHRE,197307C  |  3560232705908,"€30.32
HT",In stock,https://images.easyrea.com/images/produits/197307C/197307C.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'OCRE PIEDS BOIS FONCE', 'Product dimensions': 'L. 48 x P. 55,2 x H. 79,5 cm', 'Product Weight': '5.080 Kg', 'Material': 'PP/POLYESTER/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232705908'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '23.10 kg', 'Volume': '0.2238 m3'}",
BAYA VINTAGE CHAIR AMBER,197307D  |  3560232705922,"€30.32
HT",In stock,https://images.easyrea.com/images/produits/197307D/197307D.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ambre', 'Assortment number': '0', 'Assortment details': 'AMBRE PIEDS BOIS FONCE', 'Product dimensions': 'L. 55,2 x P. 48 x H. 79,5 cm', 'Product Weight': '5.080 Kg', 'Material': 'PP/POLYESTER/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232705922'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 24', 'Packing dimensions': '73.50 x 58.00 x 52.50 cm', 'Packing details dimensions': 'L.73.50 x l.58.00 x H.52.50 cm', 'Packing weight': '23.10 kg', 'Volume': '0.2238 m3'}",
BAYA DINING CHAIR WITH ARMS BLACK PP,184911A  |  3560231550158,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/184911A/184911A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Noir', 'Assortment number': '0', 'Assortment details': 'NOIR', 'Product dimensions': 'L. 54 x P. 52 x H. 75 cm', 'Packing dimensions': 'Hauteur assise : 45 cm', 'Product Weight': '5.275 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560231550158'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 20', 'Packing dimensions': '70.50 x 68.50 x 48.50 cm', 'Packing details dimensions': 'L.70.50 x l.68.50 x H.48.50 cm', 'Packing weight': '25.60 kg', 'Volume': '0.2342 m3'}",
BAYA DINING CHAIR WITH ARMS GREY PP,184911C  |  3560231550172,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/184911C/184911C.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris Souris', 'Assortment number': '1', 'Assortment details': 'GRIS SOURIS', 'Product dimensions': 'L. 54 x P. 52 x H. 75 cm', 'Packing dimensions': 'Hauteur assise : 45 cm', 'Product Weight': '5.280 Kg', 'Material': 'POLYPROPYLENE/HETRE', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560231550172'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 20', 'Packing dimensions': '70.00 x 67.00 x 51.00 cm', 'Packing details dimensions': 'L.70.00 x l.67.00 x H.51.00 cm', 'Packing weight': '25.60 kg', 'Volume': '0.2392 m3'}",
BAYA DINING CHAIR WITH ARMS OCHRE PP,184911D  |  3560231550189,"€27.57
HT",In stock,https://images.easyrea.com/images/produits/184911D/184911D.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '1', 'Assortment details': 'JAUNE OCRE', 'Product dimensions': 'L. 54 x P. 52 x H. 75 cm', 'Packing dimensions': 'Hauteur assise : 45 cm', 'Product Weight': '5.280 Kg', 'Material': 'POLYPROPYLENE/HETRE', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560231550189'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 20', 'Packing dimensions': '70.00 x 67.00 x 51.00 cm', 'Packing details dimensions': 'L.70.00 x l.67.00 x H.51.00 cm', 'Packing weight': '25.60 kg', 'Volume': '0.2392 m3'}",
TAHO CHAIR WHITE PP,157268G  |  3560232727917,"€14.89
HT",In stock,https://images.easyrea.com/images/produits/157268G/157268G.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Blanc', 'Assortment number': '0', 'Assortment details': 'BLANC', 'Product dimensions': 'L. 52 x P. 46 x H. 86 cm', 'Packing dimensions': ""Hauteur d'assise : H. 46 cm"", 'Product Weight': '3.300 Kg', 'Material': 'PP/STEEL', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '0.55 TTC', 'Gencod': '3560232727917'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '6 / 1 / 42', 'Packing dimensions': '68.00 x 46.00 x 63.00 cm', 'Packing details dimensions': 'L.68.00 x l.46.00 x H.63.00 cm', 'Packing weight': '23.00 kg', 'Volume': '0.1971 m3'}","Description
Tissu déhoussable : N/A
Pliable : NON
Empilable : NON"
TAHO CHAIR GREY PP,157268H  |  3560232727955,"€14.89
HT",In stock,https://images.easyrea.com/images/produits/157268H/157268H.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '0', 'Assortment details': 'GRIS CLAIR', 'Product dimensions': 'L. 52 x P. 46 x H. 86 cm', 'Packing dimensions': ""Hauteur d'assise : 46 cm"", 'Product Weight': '3.300 Kg', 'Material': 'PP/STEEL', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '0.55 TTC', 'Gencod': '3560232727955'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '6 / 1 / 42', 'Packing dimensions': '68.00 x 46.00 x 63.00 cm', 'Packing details dimensions': 'L.68.00 x l.46.00 x H.63.00 cm', 'Packing weight': '22.80 kg', 'Volume': '0.1971 m3'}","Description
Tissu déhoussable : N/A
Pliable : NON
Empilable : NON"
